Threshold_Factor,Detected_Cells,True_Cells,False_Alarm_Cells,False_Cells,Detection_Rate,False_Alarm_Rate
16.400000000000002,15804,391135,915,7849505,0.04040548659669935,0.00011656786001155487
16.45,15740,391135,885,7849505,0.040241860227287256,0.0001127459629619957
16.5,15740,391135,854,7849505,0.040241860227287256,0.00010879666934411787
16.55,15740,391135,823,7849505,0.040241860227287256,0.00010484737572624006
16.6,15740,391135,804,7849505,0.040241860227287256,0.00010242684092818592
16.650000000000002,15740,391135,771,7849505,0.040241860227287256,9.822275417367083e-05
16.7,15740,391135,747,7849505,0.040241860227287256,9.516523653402349e-05
16.75,15740,391135,713,7849505,0.040241860227287256,9.083375321118975e-05
16.8,14940,391135,690,7849505,0.038196530609636056,8.790363213986105e-05
16.85,14940,391135,674,7849505,0.038196530609636056,8.586528704676282e-05
16.900000000000002,14940,391135,642,7849505,0.038196530609636056,8.178859686056637e-05
16.95,14940,391135,627,7849505,0.038196530609636056,7.987764833578678e-05
17.0,14940,391135,606,7849505,0.038196530609636056,7.720232040109535e-05
17.05,14940,391135,593,7849505,0.038196530609636056,7.554616501295305e-05
17.1,14940,391135,578,7849505,0.038196530609636056,7.363521648817345e-05
17.150000000000002,14940,391135,565,7849505,0.038196530609636056,7.197906110003115e-05
17.2,14940,391135,542,7849505,0.038196530609636056,6.904894002870244e-05
17.25,14940,391135,526,7849505,0.038196530609636056,6.701059493560422e-05
17.3,14940,391135,522,7849505,0.038196530609636056,6.650100866232966e-05
17.35,14940,391135,503,7849505,0.038196530609636056,6.408047386427552e-05
17.400000000000002,14940,391135,488,7849505,0.038196530609636056,6.216952533949592e-05
17.45,14940,391135,479,7849505,0.038196530609636056,6.102295622462818e-05
17.5,14940,391135,459,7849505,0.038196530609636056,5.847502485825539e-05
17.55,14940,391135,451,7849505,0.038196530609636056,5.745585231170628e-05
17.6,14940,391135,446,7849505,0.038196530609636056,5.6818869470113085e-05
17.650000000000002,14940,391135,436,7849505,0.038196530609636056,5.554490378692669e-05
17.7,14940,391135,426,7849505,0.038196530609636056,5.42709381037403e-05
17.75,14940,391135,416,7849505,0.038196530609636056,5.299697242055391e-05
17.8,14940,391135,411,7849505,0.038196530609636056,5.235998957896071e-05
17.85,14940,391135,405,7849505,0.038196530609636056,5.1595610169048876e-05
17.900000000000002,14940,391135,401,7849505,0.038196530609636056,5.108602389577432e-05
17.95,14940,391135,396,7849505,0.038196530609636056,5.044904105418112e-05
18.0,14940,391135,390,7849505,0.038196530609636056,4.968466164426929e-05
18.05,14940,391135,377,7849505,0.038196530609636056,4.802850625612698e-05
18.1,14940,391135,371,7849505,0.038196530609636056,4.7264126846215145e-05
